,time_slot,day_of_week,T,RH,AH,PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),true_label,given_label,true_error
2139,evening,monday,24.6,41.9,1.2752,1011.0,867.0,1754.0,893.0,-0.0902985719126186,-0.4873792631085391,0
2140,night,monday,23.3,44.5,1.2566,937.0,919.0,1683.0,858.0,-0.2295286185484095,-0.6017008644631943,0
2141,night,monday,22.4,46.9,1.2544,919.0,934.0,1668.0,904.0,-0.2991436418663051,-0.6337109128424977,0
2142,night,tuesday,21.7,50.8,1.3019,846.0,980.0,1615.0,905.0,-0.5776037351378869,-0.7708968344680839,0
2143,night,tuesday,21.0,51.9,1.2794,720.0,1129.0,1511.0,678.0,-0.9952938750452596,-1.3059219288078698,0
2144,night,tuesday,20.5,54.3,1.2926,621.0,1277.0,1452.0,586.0,-1.1345239216810503,-1.511700811246249,0
2145,night,tuesday,20.9,52.5,1.2852,565.0,1369.0,1423.0,608.0,-1.204138944998946,-1.6671781890885802,0
2146,night,tuesday,21.0,53.1,1.3031,538.0,1449.0,1400.0,514.0,-1.2737539683168413,-1.7220525577388146,0
2147,morning,tuesday,19.6,57.1,1.2851,640.0,1265.0,1467.0,588.0,-1.1345239216810503,-1.4888364909753182,0
2148,morning,tuesday,18.2,62.3,1.2903,931.0,917.0,1745.0,884.0,-0.5079887118199915,-0.752605378251339,0
2149,morning,tuesday,19.5,57.7,1.2966,1279.0,683.0,2144.0,1338.0,0.8146967312200221,0.4134749555661434,0
2150,morning,tuesday,21.6,51.7,1.313,1688.0,525.0,2746.0,1708.0,2.5550723141674085,1.2182990291029157,1
2151,morning,tuesday,23.9,44.4,1.3029,1481.0,602.0,2367.0,1681.0,1.9981521276242449,1.0765402434231433,0
2152,morning,tuesday,28.1,35.2,1.312,1268.0,698.0,2049.0,1509.0,0.9539267778558131,0.5460880131375434,0
2153,morning,tuesday,31.4,28.6,1.298,1208.0,728.0,1925.0,1330.0,0.5362366379484403,0.225987529344509,0
2154,morning,tuesday,33.7,25.5,1.3095,1171.0,761.0,1902.0,1138.0,0.2577765446768585,0.1619674325859021,0
2155,afternoon,tuesday,35.9,20.8,1.2103,1121.0,818.0,1806.0,963.0,0.1185464980410675,-0.1489873230987598,0
2156,afternoon,tuesday,37.5,18.1,1.1529,1194.0,794.0,1875.0,1015.0,0.188161521358963,0.0019171906893849,0
2157,afternoon,tuesday,37.7,17.7,1.1383,1141.0,825.0,1793.0,1008.0,0.3273915679947541,-0.1261230028278288,0
2158,afternoon,tuesday,37.8,17.4,1.1219,1083.0,865.0,1723.0,898.0,0.0489314747231723,-0.2495903322908564,0
2159,afternoon,tuesday,36.6,20.6,1.2445,1334.0,695.0,2066.0,1215.0,0.9539267778558131,0.5003593725956813,0
2160,evening,tuesday,32.5,26.0,1.2502,1393.0,650.0,2144.0,1334.0,1.2323868711273949,0.7198568471966192,0
2161,evening,tuesday,30.8,27.2,1.1832,1430.0,660.0,2151.0,1380.0,1.6500770110347678,0.6649824785463848,0
2162,evening,tuesday,28.8,30.2,1.1761,1341.0,683.0,2090.0,1601.0,1.1627718478094993,0.4683493242163779,0
2163,evening,tuesday,26.7,35.4,1.2233,1170.0,751.0,1894.0,1376.0,0.4666216146305448,0.1573945685317159,0
2164,night,tuesday,25.3,40.7,1.291,1011.0,836.0,1739.0,1161.0,-0.2991436418663051,-0.2770275166159736,0
2165,night,tuesday,24.9,41.2,1.2809,902.0,933.0,1647.0,878.0,-0.6472187584557824,-0.6337109128424977,0
2166,night,wednesday,23.7,45.1,1.3033,984.0,853.0,1753.0,1031.0,-0.3687586651842005,-0.4142134382415598,0
2167,night,wednesday,22.5,49.0,1.3151,878.0,940.0,1644.0,847.0,-0.7864488050915732,-0.8074797469015735,0
2168,night,wednesday,22.3,50.6,1.3486,801.0,965.0,1609.0,908.0,-0.8560638284094687,-0.8989370279852976,0
2169,night,wednesday,22.0,50.5,1.3199,698.0,1107.0,1517.0,733.0,-1.1345239216810503,-1.310494792862056,0
2170,night,wednesday,20.8,54.4,1.3229,672.0,1113.0,1501.0,751.0,-1.1345239216810503,-1.3425048412413596,0
2171,morning,wednesday,20.3,56.0,1.3204,708.0,1084.0,1525.0,799.0,-1.1345239216810503,-1.2693390163743803,0
2172,morning,wednesday,20.5,54.8,1.3073,905.0,899.0,1675.0,954.0,-0.7864488050915732,-0.8029068828473873,0
2173,morning,wednesday,21.7,50.6,1.2981,1359.0,630.0,2214.0,1425.0,0.9539267778558131,0.8524699047680192,0
2174,morning,wednesday,23.4,46.1,1.3091,1705.0,507.0,2691.0,2147.0,2.9727624540747817,1.7624698515510742,1
2175,morning,wednesday,25.1,43.0,1.3488,1224.0,701.0,1987.0,1532.0,0.5362366379484403,0.4134749555661434,0
2176,morning,wednesday,30.1,32.8,1.3795,1276.0,676.0,2059.0,1570.0,0.8843117545379177,0.715283983142433,0
2177,morning,wednesday,34.7,25.9,1.4069,1228.0,711.0,1972.0,1380.0,0.4666216146305448,0.5186508288124262,0
2178,morning,wednesday,37.2,23.2,1.4478,1257.0,701.0,2000.0,1337.0,0.4666216146305448,0.6238267020587089,0
2179,afternoon,wednesday,39.5,18.3,1.2917,1241.0,721.0,1937.0,1308.0,0.4666216146305448,0.3311634025907917,0
2180,afternoon,wednesday,40.6,15.3,1.1485,1116.0,815.0,1761.0,1013.0,0.1185464980410675,-0.1489873230987598,0
2181,afternoon,wednesday,40.3,16.1,1.1896,1012.0,894.0,1665.0,816.0,-0.2295286185484095,-0.1581330512071322,0
2182,afternoon,wednesday,40.3,14.2,1.0494,1019.0,896.0,1610.0,836.0,-0.0902985719126186,-0.2678817885076012,0
2183,afternoon,wednesday,39.6,16.7,1.1867,1340.0,699.0,2008.0,1267.0,0.9539267778558131,0.8067412642261571,0
2184,evening,wednesday,37.3,23.4,1.4672,1493.0,586.0,2288.0,1649.0,1.9285371043063495,1.5978467456003709,0
2185,evening,wednesday,33.7,27.7,1.4213,1445.0,620.0,2195.0,1622.0,1.719692034352663,1.1268417480191917,0
2186,evening,wednesday,30.7,32.2,1.3983,1257.0,695.0,2019.0,1349.0,0.8843117545379177,0.5643794693542883,0
2187,evening,wednesday,28.4,35.7,1.3549,1154.0,747.0,1894.0,1186.0,0.3970065913126496,0.1848317528568331,0
2188,night,wednesday,26.5,38.6,1.3154,1038.0,805.0,1763.0,1026.0,-0.1599135952305142,-0.2084345558031805,0
2189,night,wednesday,25.4,40.1,1.2822,929.0,917.0,1654.0,817.0,-0.4383736885020959,-0.5788365441922633,0
2190,night,thursday,24.1,43.3,1.2839,881.0,956.0,1607.0,662.0,-0.7864488050915732,-0.7891882906848287,0
2191,night,thursday,23.9,45.6,1.3328,774.0,1065.0,1527.0,552.0,-0.9952938750452596,-1.063560133936001,0
2192,night,thursday,22.0,52.8,1.3752,807.0,967.0,1598.0,775.0,-0.7864488050915732,-0.8760727077143666,0
2193,night,thursday,20.7,56.1,1.3565,709.0,1085.0,1498.0,646.0,-1.064908898363155,-1.2556204242118216,0
2195,morning,thursday,19.5,59.4,1.3328,782.0,1001.0,1607.0,874.0,-0.8560638284094687,-1.0909973182611183,0
2196,morning,thursday,20.0,56.6,1.3095,929.0,887.0,1711.0,973.0,-0.6472187584557824,-0.7388867860887804,0
2197,morning,thursday,21.7,53.9,1.3848,1292.0,661.0,2087.0,1327.0,0.5362366379484403,0.5323694209749847,0
2198,morning,thursday,23.7,49.0,1.4152,1561.0,545.0,2525.0,1626.0,1.858922080988454,1.14056034018175,0
2199,morning,thursday,25.9,44.3,1.4544,1420.0,586.0,2316.0,1640.0,1.5108469643989766,0.9485000499059296,0
2200,morning,thursday,30.1,34.3,1.4414,1208.0,705.0,1981.0,1341.0,0.6754666845842314,0.3906106352952124,0
2201,morning,thursday,33.5,27.2,1.3859,1102.0,770.0,1868.0,1113.0,0.188161521358963,0.1894046169110193,0
2202,morning,thursday,35.4,26.1,1.4806,1157.0,715.0,1935.0,1224.0,0.4666216146305448,0.5003593725956813,0
2203,afternoon,thursday,37.9,23.2,1.502,1120.0,735.0,1893.0,1095.0,0.2577765446768585,0.3265905385366055,0
2204,afternoon,thursday,39.7,18.7,1.3306,1210.0,719.0,1944.0,1152.0,0.3273915679947541,0.2579975777238124,0
2205,afternoon,thursday,40.4,17.2,1.2774,1109.0,782.0,1789.0,1047.0,0.1185464980410675,0.1436759763691573,0
2206,afternoon,thursday,40.0,18.8,1.363,1105.0,779.0,1792.0,982.0,0.188161521358963,0.2122689371819504,0
2207,afternoon,thursday,38.9,18.8,1.29,1329.0,670.0,2054.0,1320.0,0.9539267778558131,0.7472940315217365,0
2208,evening,thursday,35.8,22.1,1.2792,1451.0,631.0,2183.0,1541.0,1.858922080988454,1.1954347088319843,0
2209,evening,thursday,33.1,25.9,1.2923,1440.0,635.0,2183.0,1510.0,2.06776715094214,1.2000075728861708,0
2210,evening,thursday,30.9,28.2,1.2388,1393.0,655.0,2146.0,1511.0,1.7893070576705588,0.8204598563887158,0
2211,evening,thursday,27.5,32.6,1.176,1051.0,826.0,1758.0,1078.0,0.188161521358963,-0.2495903322908564,0
2212,night,thursday,26.3,34.3,1.1605,1123.0,768.0,1826.0,1235.0,0.2577765446768585,0.0247815109603159,0
2213,night,thursday,25.5,34.1,1.0968,1122.0,783.0,1813.0,1202.0,0.3970065913126496,-0.0209471295815461,0
2214,night,friday,24.7,39.3,1.2065,992.0,839.0,1710.0,1103.0,-0.4383736885020959,-0.4233591663499322,0
2215,night,friday,24.2,39.5,1.1764,880.0,915.0,1628.0,1013.0,-0.7168337817736777,-0.8760727077143666,0
2216,night,friday,24.8,37.8,1.1639,681.0,1092.0,1435.0,765.0,-1.064908898363155,-1.3882334817832216,0
2217,night,friday,22.7,43.8,1.1952,620.0,1176.0,1403.0,618.0,-1.1345239216810503,-1.4796907628669458,0
2218,night,friday,22.0,44.3,1.1553,623.0,1146.0,1407.0,663.0,-1.204138944998946,-1.4705450347585731,0
2219,morning,friday,19.3,51.4,1.1364,709.0,1050.0,1491.0,813.0,-1.064908898363155,-1.3059219288078698,0
2220,morning,friday,19.8,50.4,1.1525,858.0,923.0,1608.0,894.0,-0.7864488050915732,-0.90808275609367,0
2221,morning,friday,20.5,48.2,1.1474,1425.0,595.0,2264.0,1495.0,1.719692034352663,1.04453019504384,0
2222,morning,friday,22.8,42.7,1.1667,1526.0,567.0,2397.0,1658.0,1.858922080988454,1.1176960199108192,0
2223,morning,friday,25.6,35.8,1.1548,1336.0,632.0,2104.0,1506.0,1.3020018944452905,0.6375452942212675,0
2225,morning,friday,34.4,21.0,1.1248,1055.0,817.0,1734.0,993.0,-0.0902985719126186,-0.1581330512071322,0
2226,morning,friday,35.9,19.6,1.1422,1087.0,801.0,1759.0,910.0,-0.0902985719126186,-0.0666757701234081,0
2227,afternoon,friday,37.2,18.2,1.1389,1094.0,797.0,1769.0,912.0,-0.0902985719126186,-0.0803943622859667,0
2228,afternoon,friday,37.3,16.6,1.0435,1066.0,837.0,1689.0,814.0,-0.1599135952305142,-0.3822033898622564,0
2229,afternoon,friday,37.4,14.9,0.9413,1085.0,848.0,1654.0,1341.0,-0.1599135952305142,-0.3867762539164425,0
2230,afternoon,friday,36.4,15.1,0.9005,1062.0,877.0,1668.0,847.0,-0.1599135952305142,-0.4370777585124908,0
2231,afternoon,friday,35.4,14.7,0.8323,1155.0,832.0,1691.0,925.0,0.3273915679947541,-0.3776305258080701,0
2232,evening,friday,34.2,14.2,0.7502,1270.0,776.0,1833.0,1087.0,0.7450817079021269,-0.1672787793155047,0
2233,evening,friday,31.1,18.7,0.8302,1289.0,765.0,1863.0,1132.0,0.8843117545379177,0.0613644233938055,0
2234,evening,friday,29.1,22.0,0.8702,1256.0,765.0,1851.0,1197.0,0.8843117545379177,0.0019171906893849,0
2235,evening,friday,27.2,22.5,0.7962,1183.0,794.0,1731.0,1229.0,0.5362366379484403,-0.2221531479657391,0
2236,night,friday,25.3,24.6,0.7796,1148.0,805.0,1683.0,1171.0,0.3970065913126496,-0.1764245074238771,0
2237,night,friday,24.9,27.2,0.8429,871.0,990.0,1430.0,921.0,-0.5776037351378869,-0.7983340187932011,0
2238,night,saturday,23.5,32.2,0.922,937.0,894.0,1543.0,1008.0,-0.5776037351378869,-0.5605450879755184,0
2239,night,saturday,23.5,32.7,0.9349,839.0,957.0,1453.0,849.0,-0.8560638284094687,-0.8532083874434355,0
2240,night,saturday,24.1,32.0,0.9467,725.0,1052.0,1368.0,668.0,-1.064908898363155,-1.241901832049263,0
2241,night,saturday,22.6,34.8,0.9441,666.0,1109.0,1349.0,641.0,-1.1345239216810503,-1.3013490647536838,0
2242,night,saturday,20.8,40.2,0.9725,716.0,1047.0,1414.0,707.0,-1.1345239216810503,-1.177881735290656,0
2243,morning,saturday,18.8,46.6,1.0027,810.0,936.0,1524.0,939.0,-0.8560638284094687,-0.8806455717685528,0
2244,morning,saturday,19.8,46.0,1.0524,791.0,950.0,1489.0,886.0,-0.9952938750452596,-1.0086857652857666,0
2245,morning,saturday,21.3,42.3,1.0625,752.0,996.0,1451.0,837.0,-1.064908898363155,-1.1230073666404217,0
2246,morning,saturday,21.3,41.8,1.0449,937.0,850.0,1622.0,1005.0,-0.5776037351378869,-0.4919521271627253,0
2247,morning,saturday,24.0,36.6,1.0772,1088.0,746.0,1789.0,1191.0,-0.1599135952305142,0.0567915593396193,0
2248,morning,saturday,27.2,30.7,1.0884,1119.0,746.0,1823.0,1200.0,-0.0206835485947231,0.1619674325859021,0
2249,morning,saturday,32.3,23.6,1.1271,1021.0,820.0,1724.0,971.0,-0.2295286185484095,-0.0026556733648012,0
2250,morning,saturday,31.9,25.8,1.2023,979.0,849.0,1700.0,907.0,-0.2295286185484095,0.070510151502178,0
2251,afternoon,saturday,35.1,21.8,1.2093,962.0,860.0,1658.0,802.0,-0.3687586651842005,-0.1992888276948081,0
2252,afternoon,saturday,36.0,20.5,1.1995,866.0,937.0,1573.0,695.0,-0.6472187584557824,-0.4690878068917943,0
2253,afternoon,saturday,37.0,20.1,1.2423,924.0,892.0,1683.0,777.0,-0.6472187584557824,-0.2221531479657391,0
2254,afternoon,saturday,36.4,21.0,1.2515,939.0,869.0,1678.0,818.0,-0.5079887118199915,-0.130695866882015,0
2255,afternoon,saturday,35.2,22.6,1.267,897.0,901.0,1605.0,681.0,-0.5776037351378869,-0.3136104290494633,0
2256,evening,saturday,32.5,27.6,1.3229,823.0,964.0,1599.0,631.0,-0.7168337817736777,-0.4050677101331874,0
2257,evening,saturday,29.1,35.1,1.3919,828.0,936.0,1601.0,641.0,-0.7168337817736777,-0.395921982024815,0
2258,evening,saturday,26.9,39.7,1.3898,828.0,922.0,1618.0,683.0,-0.7168337817736777,-0.286173244724346,0
2259,evening,saturday,26.1,42.2,1.4039,1022.0,765.0,1806.0,1013.0,-0.2295286185484095,0.1939774809652055,0
2260,night,saturday,25.5,43.8,1.4095,1077.0,731.0,1860.0,1151.0,0.1185464980410675,0.3860377712410262,0
2261,night,saturday,24.9,45.6,1.4135,1091.0,734.0,1870.0,1134.0,0.3273915679947541,0.6146809739503365,0
2262,night,sunday,25.2,45.2,1.4262,946.0,847.0,1729.0,945.0,-0.0902985719126186,-0.1124044106652702,0
2263,night,sunday,25.4,45.5,1.457,804.0,955.0,1620.0,734.0,-0.7864488050915732,-0.6337109128424977,0
2264,night,sunday,26.2,43.6,1.4599,677.0,1109.0,1500.0,554.0,-1.064908898363155,-1.0544144058276286,0
2265,night,sunday,24.3,48.2,1.4476,719.0,1050.0,1561.0,612.0,-1.064908898363155,-0.9355199404187872,0
2266,night,sunday,24.4,48.3,1.4499,658.0,1121.0,1511.0,564.0,-1.1345239216810503,-1.0589872698818148,0
2267,morning,sunday,23.3,51.0,1.4346,597.0,1237.0,1444.0,512.0,-1.204138944998946,-1.2281832398867043,0
2268,morning,sunday,21.6,48.1,1.2259,543.0,1466.0,1347.0,410.0,-1.204138944998946,-1.4339621223250838,0
2269,morning,sunday,21.4,47.8,1.2005,526.0,1534.0,1322.0,392.0,-1.204138944998946,-1.43853498637927,0
2270,morning,sunday,20.5,46.8,1.1152,520.0,1526.0,1287.0,377.0,-1.204138944998946,-1.57114804395067,0
2271,morning,sunday,20.8,40.7,0.9882,562.0,1460.0,1286.0,389.0,-1.1345239216810503,-1.4934093550295044,0
2272,morning,sunday,22.3,35.3,0.9371,622.0,1315.0,1307.0,432.0,-1.064908898363155,-1.369942025566477,0
2273,morning,sunday,21.7,38.3,0.9842,620.0,1292.0,1325.0,502.0,-0.9952938750452596,-1.2464746961034492,0
2274,morning,sunday,24.4,29.6,0.8921,632.0,1295.0,1302.0,469.0,-0.9952938750452596,-1.3242133850246147,0
2275,afternoon,sunday,23.4,34.9,0.991,579.0,1380.0,1303.0,427.0,-1.064908898363155,-1.4522535785418285,0
2276,afternoon,sunday,23.5,35.2,1.0019,567.0,1426.0,1306.0,406.0,-1.1345239216810503,-1.4476807144876422,0
2277,afternoon,sunday,22.4,39.0,1.04,614.0,1309.0,1350.0,430.0,-1.064908898363155,-1.3242133850246147,0
2278,afternoon,sunday,22.0,41.7,1.0865,628.0,1274.0,1379.0,453.0,-0.925678851727364,-1.196173191507401,0
2279,afternoon,sunday,21.7,42.7,1.0949,651.0,1246.0,1387.0,470.0,-0.925678851727364,-1.1824545993448423,0
2280,evening,sunday,20.7,43.4,1.047,645.0,1245.0,1364.0,480.0,-0.7864488050915732,-1.2053189196157734,0
2281,evening,sunday,20.3,42.6,1.0045,682.0,1215.0,1378.0,472.0,-0.7864488050915732,-1.196173191507401,0
2282,evening,sunday,20.3,44.1,1.0392,687.0,1191.0,1388.0,521.0,-0.7864488050915732,-1.1230073666404217,0
2283,evening,sunday,20.1,45.2,1.0538,689.0,1180.0,1403.0,520.0,-0.8560638284094687,-1.2007460555615872,0
2284,night,sunday,19.8,45.7,1.0424,606.0,1340.0,1337.0,440.0,-0.9952938750452596,-1.3882334817832216,0
2285,night,sunday,19.6,45.3,1.0244,627.0,1305.0,1351.0,446.0,-0.925678851727364,-1.3562234334039185,0
2286,night,monday,19.4,45.9,1.0242,582.0,1377.0,1311.0,417.0,-0.9952938750452596,-1.4888364909753182,0
2287,night,monday,19.7,44.8,1.0172,515.0,1580.0,1261.0,381.0,-1.1345239216810503,-1.6580324609802075,0
2288,night,monday,19.5,46.3,1.0363,461.0,1795.0,1235.0,350.0,-1.2737539683168413,-1.8043641107141664,0
2289,night,monday,19.0,49.0,1.063,437.0,1941.0,1227.0,334.0,-1.2737539683168413,-1.840947023147656,0
2291,morning,monday,19.1,52.7,1.1545,477.0,1703.0,1301.0,380.0,-1.2737539683168413,-1.6580324609802075,0
2292,morning,monday,20.3,49.3,1.1596,683.0,1196.0,1483.0,563.0,-0.9952938750452596,-1.017831493394139,0
2293,morning,monday,21.1,46.2,1.1389,858.0,941.0,1584.0,779.0,-0.4383736885020959,-0.6291380487883115,0
2294,morning,monday,21.5,44.5,1.129,927.0,886.0,1665.0,842.0,-0.2295286185484095,-0.5376807677045874,0
2295,morning,monday,22.4,43.6,1.1637,825.0,992.0,1561.0,692.0,-0.5079887118199915,-0.8303440671725045,0
2296,morning,monday,24.8,39.1,1.2039,858.0,941.0,1613.0,779.0,-0.4383736885020959,-0.6794395533843598,0
2297,morning,monday,23.9,42.1,1.2335,786.0,1026.0,1538.0,633.0,-0.6472187584557824,-0.9355199404187872,0
2298,morning,monday,25.5,38.3,1.2328,776.0,1029.0,1544.0,616.0,-0.6472187584557824,-0.8943641639311114,0
2299,afternoon,monday,25.4,39.2,1.2534,787.0,1012.0,1585.0,606.0,-0.5776037351378869,-0.8349169312266908,0
2300,afternoon,monday,25.6,37.0,1.2006,698.0,1134.0,1449.0,526.0,-0.7864488050915732,-1.168736007182284,0
2301,afternoon,monday,24.5,38.4,1.1669,783.0,1046.0,1550.0,588.0,-0.5079887118199915,-0.8714998436601804,0
2302,afternoon,monday,23.9,39.9,1.1639,842.0,985.0,1563.0,674.0,-0.3687586651842005,-0.885218435822739,0
2303,afternoon,monday,24.2,39.2,1.1665,1057.0,812.0,1820.0,885.0,0.3970065913126496,-0.1764245074238771,0
2304,evening,monday,23.5,41.2,1.1759,985.0,846.0,1726.0,879.0,0.1185464980410675,-0.505670719325284,0
2305,evening,monday,22.3,44.9,1.1973,845.0,972.0,1583.0,703.0,-0.4383736885020959,-0.8989370279852976,0
2306,evening,monday,21.7,46.5,1.1917,799.0,1023.0,1531.0,637.0,-0.5079887118199915,-1.017831493394139,0
2307,evening,monday,22.0,44.9,1.1699,718.0,1134.0,1471.0,561.0,-0.7864488050915732,-1.1870274633990283,0
2308,night,monday,22.2,44.1,1.1654,749.0,1096.0,1487.0,612.0,-0.7168337817736777,-1.1001430463694908,0
2309,night,monday,21.8,45.6,1.1763,773.0,1062.0,1514.0,621.0,-0.6472187584557824,-1.04069581366507,0
2310,night,tuesday,21.6,46.0,1.1742,767.0,1055.0,1532.0,702.0,-0.6472187584557824,-1.0269772215025117,0
2311,night,tuesday,21.6,45.8,1.1715,637.0,1249.0,1400.0,559.0,-0.9952938750452596,-1.456826442596015,0
2312,night,tuesday,20.7,48.3,1.168,535.0,1490.0,1335.0,435.0,-1.1345239216810503,-1.6305952766550906,0
2313,night,tuesday,21.0,47.1,1.1546,503.0,1525.0,1321.0,441.0,-1.204138944998946,-1.731198285847187,0
2314,night,tuesday,20.8,48.5,1.18,586.0,1326.0,1392.0,527.0,-1.204138944998946,-1.557429451788111,0
2315,morning,tuesday,20.8,49.4,1.1994,654.0,1097.0,1450.0,720.0,-1.1345239216810503,-1.4339621223250838,0
2316,morning,tuesday,19.9,51.8,1.1911,877.0,897.0,1651.0,937.0,-0.7864488050915732,-0.8943641639311114,0
2317,morning,tuesday,20.9,49.3,1.2049,1423.0,610.0,2319.0,1482.0,1.5804619877168724,0.8067412642261571,0
2318,morning,tuesday,23.7,39.9,1.1508,1424.0,609.0,2244.0,1489.0,1.3020018944452905,0.3860377712410262,0
2319,morning,tuesday,25.3,35.8,1.1421,1009.0,823.0,1710.0,1015.0,0.188161521358963,-0.4919521271627253,0
2320,morning,tuesday,28.8,29.1,1.1349,1046.0,838.0,1763.0,1004.0,-0.0206835485947231,-0.3364747493203943,0
2321,morning,tuesday,30.3,26.9,1.1399,1181.0,747.0,1928.0,1129.0,0.3970065913126496,0.0156357828519435,0
2322,morning,tuesday,32.8,23.3,1.138,1171.0,767.0,1863.0,1068.0,0.4666216146305448,-0.1169772747194564,0
2323,afternoon,tuesday,33.9,21.4,1.1135,1087.0,824.0,1745.0,924.0,0.1185464980410675,-0.395921982024815,0
2324,afternoon,tuesday,35.3,19.6,1.1036,1057.0,859.0,1698.0,861.0,-0.0902985719126186,-0.4279320304041184,0
2325,afternoon,tuesday,34.0,20.8,1.0898,1173.0,785.0,1808.0,981.0,0.3273915679947541,-0.263308924453415,0
2326,afternoon,tuesday,35.3,18.8,1.0572,1198.0,766.0,1852.0,1043.0,0.3970065913126496,-0.2084345558031805,0
2327,afternoon,tuesday,32.6,24.1,1.1688,1250.0,722.0,1940.0,1124.0,0.6754666845842314,0.11623879204404,0
2328,evening,tuesday,30.8,28.7,1.2507,1202.0,732.0,1856.0,1004.0,0.6754666845842314,-0.0483843139066633,0
2329,evening,tuesday,28.7,31.2,1.2099,1319.0,673.0,2001.0,1190.0,1.0235418011737087,0.1482488404233435,0
2330,evening,tuesday,26.8,35.1,1.2201,1157.0,742.0,1884.0,1072.0,0.5362366379484403,-0.1261230028278288,0
2331,evening,tuesday,25.3,39.4,1.2524,1034.0,806.0,1763.0,925.0,0.0489314747231723,-0.4645149428376081,0
2332,night,tuesday,23.9,40.9,1.1966,983.0,853.0,1680.0,862.0,-0.0902985719126186,-0.6474295050050564,0
2333,night,tuesday,23.0,44.4,1.2354,993.0,816.0,1728.0,969.0,-0.0206835485947231,-0.3730576617538839,0
2334,night,wednesday,22.2,53.9,1.4237,956.0,812.0,1770.0,932.0,-0.1599135952305142,-0.2130074198573667,0
2335,night,wednesday,20.9,59.8,1.4659,853.0,865.0,1645.0,794.0,-0.5079887118199915,-0.5696908160838908,0
2336,night,wednesday,21.3,58.1,1.457,709.0,1034.0,1522.0,599.0,-0.925678851727364,-1.0909973182611183,0
2337,night,wednesday,20.8,58.4,1.4189,654.0,1124.0,1489.0,614.0,-1.064908898363155,-1.2373289679950767,0
2338,night,wednesday,20.3,58.9,1.3878,626.0,1134.0,1471.0,625.0,-1.064908898363155,-1.3653691615122907,0
2339,morning,wednesday,21.3,54.5,1.3682,612.0,1163.0,1462.0,595.0,-1.1345239216810503,-1.374514889620663,0
2340,morning,wednesday,20.6,57.4,1.3753,849.0,882.0,1640.0,886.0,-0.7864488050915732,-0.7983340187932011,0
2341,morning,wednesday,21.3,56.9,1.4226,1265.0,640.0,2084.0,1257.0,0.3970065913126496,0.6101081098961503,0
2342,morning,wednesday,22.9,52.4,1.4442,1556.0,517.0,2530.0,1561.0,1.9981521276242449,1.506389464516647,0
2343,morning,wednesday,24.1,46.5,1.3802,1145.0,713.0,1929.0,1191.0,0.8146967312200221,0.3174448104282331,0
2344,morning,wednesday,27.1,38.8,1.3705,1058.0,765.0,1879.0,1061.0,0.188161521358963,0.070510151502178,0
2345,morning,wednesday,28.4,34.4,1.314,910.0,881.0,1670.0,751.0,-0.2991436418663051,-0.4828063990543529,0
2346,morning,wednesday,30.1,30.9,1.2958,940.0,862.0,1703.0,733.0,-0.2991436418663051,-0.3593390695913253,0
2347,afternoon,wednesday,32.7,25.8,1.2547,1106.0,755.0,1839.0,906.0,0.188161521358963,-0.107831546611084,0
2348,afternoon,wednesday,32.4,25.7,1.2271,1119.0,756.0,1811.0,902.0,0.0489314747231723,-0.0941129544485254,0
2349,afternoon,wednesday,33.6,24.4,1.2472,1050.0,802.0,1748.0,836.0,0.0489314747231723,-0.1764245074238771,0
2350,afternoon,wednesday,33.0,26.0,1.2877,1057.0,797.0,1772.0,863.0,0.1185464980410675,-0.0438114498524771,0
2351,afternoon,wednesday,33.2,23.7,1.1855,1086.0,787.0,1802.0,824.0,0.3273915679947541,0.0019171906893849,0
2352,evening,wednesday,31.3,25.4,1.1415,1070.0,807.0,1737.0,842.0,0.1185464980410675,-0.286173244724346,0
2353,evening,wednesday,28.3,31.7,1.1968,1249.0,698.0,1986.0,1132.0,0.8146967312200221,0.3951834993493986,0
2354,evening,wednesday,26.5,35.0,1.1981,1217.0,695.0,1930.0,1175.0,0.9539267778558131,0.2854347620489297,0
2355,evening,wednesday,24.4,40.0,1.2079,1079.0,764.0,1798.0,1111.0,0.2577765446768585,-0.1627059152613185,0
2356,night,wednesday,23.3,43.4,1.2251,1106.0,745.0,1840.0,1125.0,0.2577765446768585,-0.1992888276948081,0
2357,night,wednesday,22.5,45.3,1.2226,1099.0,742.0,1838.0,1077.0,0.188161521358963,-0.2312988760741115,0
2358,night,thursday,21.8,47.8,1.2325,1099.0,749.0,1854.0,1087.0,0.2577765446768585,-0.1352687309362012,0
2359,night,thursday,20.9,51.0,1.2446,975.0,822.0,1722.0,1014.0,-0.0206835485947231,-0.4279320304041184,0
2360,night,thursday,20.8,51.7,1.2572,734.0,1035.0,1501.0,801.0,-0.7864488050915732,-1.2556204242118216,0
2361,night,thursday,19.3,57.1,1.2661,727.0,1038.0,1522.0,802.0,-0.925678851727364,-1.2784847444827527,0
2363,morning,thursday,20.2,53.8,1.2569,677.0,1092.0,1473.0,696.0,-1.1345239216810503,-1.4293892582708976,0
2364,morning,thursday,18.3,60.8,1.2635,951.0,812.0,1735.0,996.0,-0.5776037351378869,-0.6611480971676149,0
2365,morning,thursday,20.2,54.5,1.2777,1388.0,611.0,2241.0,1513.0,1.0235418011737087,0.7610126236842951,0
