,true_error,time_slot,day_of_week,T,RH,AH,PT08.S1(CO),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),true_label,given_label
262,0,night,thursday,9.9,59.5,0.7276,979.0,1154.0,1324.0,769.0,0.3062,0.7837
263,0,night,friday,9.6,61.1,0.7323,1048.0,1098.0,1373.0,835.0,0.4022,0.838
264,0,night,friday,9.7,61.6,0.7425,1024.0,1131.0,1357.0,793.0,0.361,0.8018
265,0,night,friday,9.4,62.6,0.7398,974.0,1208.0,1313.0,733.0,0.2788,0.7347
266,0,night,friday,8.2,68.5,0.7455,862.0,1449.0,1219.0,502.0,0.1965,0.5973
267,0,night,friday,8.0,69.4,0.7459,925.0,1398.0,1263.0,562.0,0.1828,0.641
268,0,morning,friday,7.7,72.4,0.7655,952.0,1210.0,1312.0,832.0,0.2376,0.6964
269,0,morning,friday,8.0,71.8,0.7711,1005.0,1130.0,1363.0,924.0,0.2925,0.7592
270,0,morning,friday,8.5,66.3,0.7375,1122.0,1015.0,1438.0,974.0,0.4022,0.8966
271,0,morning,friday,9.8,59.6,0.7214,1351.0,783.0,1828.0,1307.0,1.7138,1.2788
272,1,morning,friday,11.2,57.0,0.7544,1408.0,682.0,1928.0,1481.0,2.7055,1.3608
273,0,morning,friday,14.8,44.1,0.7407,1304.0,772.0,1747.0,1405.0,1.6315,1.216
274,0,morning,friday,16.8,35.3,0.6729,1207.0,826.0,1664.0,1195.0,1.3528,1.1691
275,0,morning,friday,19.2,27.1,0.5976,1099.0,948.0,1503.0,868.0,0.8272,1.0797
276,0,afternoon,friday,19.1,26.2,0.5741,1106.0,915.0,1535.0,874.0,0.9643,1.1372
277,0,afternoon,friday,16.3,30.8,0.5683,1009.0,1015.0,1391.0,738.0,0.9095,0.9753
278,0,afternoon,friday,14.2,36.8,0.5922,962.0,1152.0,1279.0,550.0,0.3702,0.8263
279,0,afternoon,friday,13.4,41.0,0.6292,1093.0,976.0,1454.0,777.0,0.6535,0.9934
280,0,afternoon,friday,14.2,43.3,0.6982,1180.0,886.0,1588.0,966.0,1.1288,1.0893
281,0,evening,friday,12.1,45.6,0.6403,1168.0,868.0,1580.0,990.0,1.0923,1.1042
282,0,evening,friday,10.4,48.0,0.6046,1168.0,876.0,1540.0,944.0,1.2202,1.1319
283,0,evening,friday,10.0,51.1,0.628,1140.0,916.0,1490.0,962.0,1.1928,1.0648
284,0,evening,friday,9.8,50.8,0.6172,1001.0,1097.0,1308.0,778.0,0.4433,0.8635
285,0,night,friday,9.7,50.4,0.6063,953.0,1185.0,1252.0,690.0,0.3016,0.7911
286,0,night,friday,9.9,50.2,0.6103,972.0,1237.0,1258.0,644.0,0.2742,0.7613
287,0,night,saturday,9.4,53.4,0.63,1021.0,1144.0,1307.0,753.0,0.3519,0.8263
288,0,night,saturday,8.6,57.8,0.6488,940.0,1290.0,1232.0,646.0,0.2605,0.707
289,0,night,saturday,8.1,62.1,0.6746,1046.0,1142.0,1312.0,838.0,0.2971,0.7837
290,0,night,saturday,7.9,63.5,0.6777,1026.0,1191.0,1292.0,851.0,0.2696,0.7443
291,0,night,saturday,7.4,64.8,0.6683,983.0,1209.0,1296.0,801.0,0.2194,0.7432
292,0,morning,saturday,8.2,58.9,0.6444,915.0,1417.0,1212.0,665.0,0.1234,0.6154
293,0,morning,saturday,6.3,66.6,0.641,935.0,1373.0,1250.0,717.0,0.1143,0.6548
294,0,morning,saturday,7.2,62.9,0.6396,976.0,1270.0,1266.0,795.0,0.1919,0.7123
295,0,morning,saturday,7.2,63.9,0.65,1124.0,1050.0,1418.0,936.0,0.3565,0.8966
296,0,morning,saturday,11.1,50.5,0.6654,1163.0,922.0,1530.0,1076.0,0.585,0.9785
297,0,morning,saturday,15.5,36.1,0.6313,1167.0,942.0,1520.0,1016.0,0.8409,1.0286
298,0,morning,saturday,17.8,29.2,0.592,1121.0,992.0,1451.0,834.0,0.7129,1.0169
299,0,morning,saturday,17.6,30.1,0.6013,1071.0,994.0,1449.0,756.0,0.8043,1.0009
300,0,afternoon,saturday,19.1,26.8,0.5861,1065.0,950.0,1467.0,766.0,1.0603,1.0424
301,0,afternoon,saturday,17.7,28.6,0.5735,1157.0,888.0,1596.0,905.0,1.3939,1.1415
302,0,afternoon,saturday,17.8,28.4,0.5737,1046.0,1051.0,1357.0,765.0,0.6855,0.9402
303,0,afternoon,saturday,18.7,26.0,0.5555,1147.0,934.0,1538.0,830.0,0.8592,1.1095
304,0,afternoon,saturday,17.1,31.3,0.6038,1119.0,916.0,1508.0,853.0,1.01,1.0882
305,0,evening,saturday,15.8,36.1,0.644,1210.0,886.0,1586.0,981.0,1.0009,1.1308
306,0,evening,saturday,14.7,40.1,0.6657,1306.0,827.0,1621.0,1286.0,1.3985,1.1489
307,0,evening,saturday,13.6,44.9,0.6991,1258.0,841.0,1633.0,1244.0,1.2339,1.1255
308,0,evening,saturday,12.5,48.1,0.6946,1148.0,948.0,1475.0,1056.0,1.0557,0.9903
309,0,night,saturday,11.8,50.8,0.7042,1108.0,1023.0,1421.0,1003.0,0.5713,0.9029
310,0,night,saturday,10.9,56.1,0.7326,1231.0,906.0,1483.0,1245.0,0.5576,0.9839
311,0,night,sunday,10.9,55.9,0.7277,1293.0,930.0,1464.0,1200.0,0.7358,0.9977
312,0,night,sunday,10.3,58.1,0.7278,1274.0,939.0,1451.0,1188.0,0.4616,0.9711
313,0,night,sunday,9.3,62.2,0.7294,1135.0,1013.0,1395.0,1070.0,0.4342,0.8806
314,0,night,sunday,8.2,66.7,0.7276,1151.0,935.0,1501.0,1075.0,0.5895,0.97
315,0,night,sunday,8.3,64.9,0.7124,1010.0,1110.0,1396.0,895.0,0.4387,0.8188
316,0,morning,sunday,9.6,58.5,0.7,870.0,1325.0,1284.0,755.0,0.2468,0.6666
317,0,morning,sunday,7.7,66.4,0.699,983.0,1251.0,1342.0,806.0,0.2879,0.7326
318,0,morning,sunday,7.4,68.0,0.7043,995.0,1219.0,1321.0,836.0,0.329,0.7358
319,0,morning,sunday,9.7,58.6,0.7035,1024.0,1136.0,1382.0,897.0,0.4159,0.7954
320,0,morning,sunday,12.5,50.1,0.7242,1163.0,959.0,1486.0,1073.0,0.5804,0.937
321,0,morning,sunday,16.8,36.9,0.7018,1218.0,918.0,1501.0,1088.0,0.882,0.9988
322,0,morning,sunday,19.2,31.3,0.6887,1210.0,933.0,1514.0,1036.0,0.8592,1.0201
323,0,morning,sunday,21.3,26.4,0.6607,1114.0,1020.0,1438.0,768.0,0.6901,0.9445
324,0,afternoon,sunday,21.2,23.1,0.5768,995.0,1159.0,1287.0,587.0,0.4707,0.8476
325,0,afternoon,sunday,18.6,25.0,0.5319,927.0,1285.0,1189.0,452.0,0.2514,0.7454
326,0,afternoon,sunday,18.0,27.3,0.5594,1002.0,1189.0,1260.0,470.0,0.4753,0.8029
327,0,afternoon,sunday,18.2,28.3,0.5848,987.0,1213.0,1244.0,502.0,0.5301,0.7741
328,0,afternoon,sunday,17.0,31.4,0.6048,993.0,1217.0,1238.0,516.0,0.425,0.7603
329,0,evening,sunday,15.6,35.0,0.617,1012.0,1174.0,1301.0,555.0,0.425,0.7943
330,0,evening,sunday,14.1,40.2,0.6438,1114.0,1068.0,1357.0,671.0,0.7084,0.8763
331,0,evening,sunday,13.4,43.2,0.6623,1093.0,1102.0,1329.0,788.0,0.5256,0.8401
332,0,evening,sunday,12.3,46.8,0.6686,968.0,1261.0,1246.0,538.0,0.3428,0.7123
333,0,night,sunday,11.9,46.5,0.6449,960.0,1266.0,1224.0,544.0,0.2971,0.7091
334,0,night,sunday,11.5,46.6,0.6319,942.0,1300.0,1204.0,500.0,0.2605,0.69
335,0,night,monday,10.6,48.0,0.6135,888.0,1396.0,1156.0,417.0,0.1828,0.6367
336,0,night,monday,10.7,45.8,0.5895,818.0,1588.0,1071.0,341.0,0.1234,0.5579
337,0,night,monday,10.4,46.6,0.5901,840.0,1643.0,1076.0,352.0,0.1051,0.542
338,0,night,monday,10.1,47.8,0.5913,894.0,1557.0,1095.0,397.0,0.128,0.5579
339,0,night,monday,11.3,46.9,0.628,864.0,1496.0,1153.0,502.0,0.096,0.5494
340,0,morning,monday,10.1,51.2,0.6341,898.0,1441.0,1180.0,648.0,0.1508,0.5952
341,0,morning,monday,9.9,50.7,0.6167,946.0,1309.0,1232.0,760.0,0.1828,0.6847
342,0,morning,monday,8.1,56.8,0.615,1309.0,844.0,1687.0,1183.0,1.2751,1.1979
343,1,morning,monday,10.9,44.1,0.5748,1326.0,714.0,1806.0,1431.0,3.3956,1.3725
344,0,morning,monday,11.8,37.6,0.5184,966.0,1111.0,1258.0,705.0,0.6718,0.8369
345,0,morning,monday,13.9,33.2,0.5222,975.0,1133.0,1254.0,637.0,0.4433,0.8444
346,0,morning,monday,15.6,30.1,0.5285,988.0,1105.0,1293.0,658.0,0.5393,0.855
347,0,morning,monday,16.5,29.0,0.5406,971.0,1129.0,1272.0,546.0,0.4159,0.8369
348,0,afternoon,monday,17.5,27.9,0.5517,1010.0,1070.0,1332.0,561.0,0.6672,0.887
349,0,afternoon,monday,17.9,26.8,0.5446,984.0,1131.0,1268.0,532.0,0.6352,0.8412
350,0,afternoon,monday,18.2,26.1,0.5387,962.0,1131.0,1247.0,535.0,0.7084,0.8263
351,0,afternoon,monday,18.0,27.1,0.5522,1012.0,1098.0,1289.0,525.0,0.585,0.8529
352,0,afternoon,monday,17.0,28.9,0.5558,1058.0,996.0,1358.0,603.0,0.7586,0.9541
353,0,evening,monday,16.1,31.3,0.568,1173.0,905.0,1477.0,802.0,1.3665,1.0488
354,0,evening,monday,14.5,35.4,0.5839,1127.0,957.0,1404.0,796.0,0.7449,0.9658
355,0,evening,monday,13.2,37.9,0.5733,1020.0,1066.0,1302.0,689.0,0.7038,0.8486
356,0,evening,monday,13.1,34.4,0.517,949.0,1221.0,1178.0,553.0,0.3656,0.7454
357,0,night,monday,13.5,28.5,0.4405,930.0,1278.0,1137.0,509.0,0.2651,0.756
358,0,night,monday,12.4,31.9,0.4583,900.0,1339.0,1089.0,455.0,0.2514,0.6847
359,0,night,tuesday,13.1,26.8,0.4023,899.0,1418.0,1050.0,425.0,0.1508,0.6708
360,0,night,tuesday,11.6,33.6,0.4595,866.0,1468.0,1055.0,436.0,0.1508,0.6059
361,0,night,tuesday,10.5,42.9,0.5442,900.0,1402.0,1130.0,618.0,0.1462,0.5995
362,0,night,tuesday,11.7,38.7,0.5298,949.0,1457.0,1104.0,747.0,0.1143,0.575
363,0,night,tuesday,12.2,37.2,0.5277,897.0,1462.0,1101.0,693.0,0.1325,0.5633
364,0,morning,tuesday,12.9,33.9,0.5037,956.0,1341.0,1117.0,691.0,0.1188,0.6442
365,0,morning,tuesday,11.3,40.3,0.5376,1054.0,1080.0,1266.0,1013.0,0.393,0.8295
366,0,morning,tuesday,11.9,38.4,0.5341,1343.0,839.0,1587.0,1311.0,1.3436,1.167
367,1,morning,tuesday,13.3,35.6,0.5416,1584.0,642.0,1947.0,1675.0,3.0346,1.4896
368,1,morning,tuesday,16.3,28.8,0.5305,1556.0,674.0,1852.0,1689.0,3.1762,1.4236
369,1,morning,tuesday,17.9,28.2,0.5741,1565.0,695.0,1872.0,1688.0,3.3591,1.4098
370,1,morning,tuesday,18.3,26.6,0.5529,1429.0,734.0,1754.0,1548.0,2.966,1.3321
371,1,morning,tuesday,20.8,22.5,0.5463,1419.0,742.0,1763.0,1490.0,2.6781,1.3491
372,1,afternoon,tuesday,22.4,20.0,0.5352,1373.0,791.0,1711.0,1354.0,2.4953,1.2916
373,0,afternoon,tuesday,20.9,21.7,0.5295,1185.0,942.0,1448.0,1014.0,1.1197,1.0563
374,0,afternoon,tuesday,19.1,26.5,0.579,1122.0,991.0,1372.0,831.0,0.8135,0.9551
375,0,afternoon,tuesday,18.1,30.6,0.6295,1085.0,1060.0,1325.0,699.0,0.5941,0.8731
376,0,afternoon,tuesday,17.3,34.7,0.6788,1249.0,874.0,1527.0,926.0,0.6901,1.0307
377,0,evening,tuesday,15.8,40.4,0.7228,1236.0,853.0,1532.0,928.0,1.2431,1.0243
378,0,evening,tuesday,15.9,42.0,0.7541,1334.0,815.0,1638.0,1038.0,1.3756,1.1148
379,0,evening,tuesday,15.9,43.5,0.779,1264.0,884.0,1534.0,1035.0,1.0831,0.9881
380,0,evening,tuesday,15.0,46.1,0.7833,1073.0,1072.0,1360.0,789.0,0.4342,0.7943
381,0,night,tuesday,15.1,44.6,0.7574,1053.0,1147.0,1323.0,692.0,0.3108,0.7464
382,0,night,tuesday,14.9,43.5,0.7302,1098.0,1094.0,1360.0,764.0,0.4616,0.7954
383,0,night,wednesday,14.8,41.0,0.685,1029.0,1180.0,1287.0,639.0,0.3702,0.7475
384,0,night,wednesday,14.8,40.8,0.6814,973.0,1287.0,1240.0,541.0,0.2285,0.6719
385,0,night,wednesday,14.8,40.8,0.6834,972.0,1222.0,1256.0,678.0,0.3016,0.6804
386,0,night,wednesday,14.2,36.1,0.5823,832.0,1613.0,1066.0,381.0,0.1005,0.5281
387,0,night,wednesday,14.5,36.1,0.5928,851.0,1699.0,1064.0,343.0,0.0823,0.5079
388,0,morning,wednesday,14.6,36.0,0.5947,909.0,1473.0,1131.0,436.0,0.1417,0.5803
389,0,morning,wednesday,14.4,38.5,0.6291,1038.0,1220.0,1279.0,688.0,0.2605,0.7283
390,0,morning,wednesday,13.8,58.2,0.9129,1636.0,721.0,1926.0,1438.0,1.563,1.2437
391,1,morning,wednesday,13.2,61.1,0.9256,1580.0,639.0,1957.0,1489.0,2.9432,1.3789
392,0,morning,wednesday,10.4,74.4,0.9384,1262.0,872.0,1576.0,1093.0,0.9871,0.9839
393,0,morning,wednesday,11.5,71.0,0.9582,1197.0,957.0,1498.0,965.0,0.5347,0.8912
394,0,morning,wednesday,12.2,70.0,0.9924,1277.0,902.0,1579.0,1004.0,0.7129,0.9434
395,0,morning,wednesday,12.3,73.3,1.0442,1430.0,779.0,1772.0,1166.0,1.5173,1.0914
396,0,afternoon,wednesday,11.3,78.1,1.0411,1242.0,846.0,1638.0,991.0,1.0603,1.0052
397,0,afternoon,wednesday,13.6,69.2,1.0746,1349.0,804.0,1748.0,1054.0,1.3482,1.0893
398,0,afternoon,wednesday,14.9,59.3,0.9974,1390.0,755.0,1799.0,1192.0,1.7641,1.1713
399,0,afternoon,wednesday,15.7,50.9,0.8997,1224.0,850.0,1637.0,1055.0,1.2705,1.0435
400,0,afternoon,wednesday,15.2,52.9,0.9087,1253.0,810.0,1681.0,1048.0,1.2019,1.0925
401,0,evening,wednesday,15.5,50.8,0.8881,1312.0,821.0,1712.0,1073.0,1.4716,1.1084
402,0,evening,wednesday,14.3,52.9,0.8581,1254.0,819.0,1669.0,1068.0,1.0329,1.0999
403,0,evening,wednesday,13.2,56.0,0.8446,1198.0,882.0,1588.0,1019.0,1.01,1.0147
404,0,evening,wednesday,12.6,57.0,0.8315,1060.0,1044.0,1418.0,833.0,0.4981,0.838
405,0,night,wednesday,12.3,57.8,0.8224,1050.0,1078.0,1409.0,759.0,0.4799,0.8188
406,0,night,wednesday,12.0,58.4,0.8164,1029.0,1098.0,1395.0,749.0,0.3839,0.8029
407,0,night,thursday,12.0,61.6,0.8593,1143.0,986.0,1477.0,978.0,0.4844,0.8785
408,0,night,thursday,11.5,63.9,0.8652,1044.0,1031.0,1425.0,944.0,0.457,0.8199
409,0,night,thursday,10.7,67.2,0.863,1034.0,1085.0,1405.0,891.0,0.3245,0.7624
410,0,night,thursday,9.0,73.1,0.8394,956.0,1099.0,1422.0,849.0,0.329,0.7592
411,0,night,thursday,10.2,66.6,0.8299,909.0,1237.0,1322.0,790.0,0.2011,0.6548
412,0,morning,thursday,11.0,63.7,0.8325,996.0,1176.0,1340.0,852.0,0.2057,0.69
413,0,morning,thursday,9.6,68.8,0.8243,1154.0,1002.0,1561.0,987.0,0.6124,0.9328
414,0,morning,thursday,9.5,69.6,0.8273,1510.0,675.0,1949.0,1435.0,2.3079,1.3746
415,1,morning,thursday,11.9,60.9,0.8455,1722.0,539.0,2439.0,1798.0,4.7621,1.6983
416,1,morning,thursday,16.2,48.6,0.8892,1512.0,631.0,2001.0,1677.0,3.3682,1.4087
417,0,morning,thursday,19.2,39.6,0.8693,1258.0,800.0,1701.0,1282.0,1.7138,1.1074
418,0,morning,thursday,19.7,38.4,0.8743,1094.0,970.0,1489.0,871.0,0.5667,0.9051
419,0,morning,thursday,20.6,36.7,0.8797,1129.0,974.0,1524.0,759.0,0.6261,0.9317
420,0,afternoon,thursday,21.8,33.9,0.8771,1125.0,937.0,1542.0,790.0,0.8181,0.9839
421,0,afternoon,thursday,23.6,27.5,0.7913,1308.0,793.0,1193.0,1187.0,1.7732,1.2703
422,1,evening,thursday,22.8,32.1,0.8814,1529.0,700.0,2028.0,1399.0,2.6918,1.4172
423,1,evening,thursday,20.8,36.7,0.8878,1592.0,624.0,2089.0,1644.0,3.8389,1.5216
424,1,evening,thursday,18.3,40.9,0.8493,1536.0,666.0,1922.0,1599.0,2.9934,1.3864
425,0,evening,thursday,16.8,44.0,0.8341,1192.0,827.0,1604.0,1223.0,1.1608,1.0722
426,0,night,thursday,15.8,48.0,0.8569,1186.0,844.0,1570.0,1200.0,0.8592,1.0392
427,0,night,thursday,14.9,52.0,0.8757,1203.0,898.0,1529.0,1118.0,0.5484,0.9796
428,0,night,friday,14.1,54.4,0.8701,1139.0,921.0,1514.0,1067.0,0.7175,0.9572
429,0,night,friday,13.3,58.8,0.8922,1072.0,986.0,1442.0,1048.0,0.4022,0.8465
430,0,night,friday,13.3,60.9,0.9229,954.0,1180.0,1350.0,718.0,0.3108,0.7102
431,0,night,friday,11.8,64.3,0.8869,951.0,1137.0,1381.0,797.0,0.2605,0.7166
432,0,night,friday,11.2,65.9,0.8775,926.0,1195.0,1342.0,749.0,0.1645,0.6793
433,0,morning,friday,11.3,72.9,0.9738,968.0,1197.0,1372.0,737.0,0.2331,0.6687
434,0,morning,friday,11.4,71.8,0.9671,1067.0,1055.0,1448.0,903.0,0.425,0.7741
435,0,morning,friday,11.9,73.7,1.0254,1386.0,798.0,1833.0,1159.0,1.2979,1.1532
436,0,morning,friday,12.6,70.2,1.0221,1474.0,634.0,2060.0,1365.0,2.2211,1.3906
437,1,morning,friday,13.6,65.3,1.0136,1569.0,634.0,2054.0,1510.0,3.647,1.4013
438,1,morning,friday,16.9,52.3,1.0013,1375.0,706.0,1898.0,1386.0,2.3948,1.2533
439,0,morning,friday,19.4,44.1,0.9855,1328.0,738.0,1821.0,1368.0,2.1388,1.1958
440,0,morning,friday,22.9,33.8,0.9322,1341.0,748.0,1825.0,1347.0,2.0748,1.2522
441,0,afternoon,friday,23.6,31.3,0.9001,1297.0,765.0,1773.0,1242.0,2.1068,1.2596
442,0,afternoon,friday,24.7,30.5,0.9371,1303.0,790.0,1761.0,1138.0,1.7869,1.2128
443,0,afternoon,friday,26.1,27.3,0.9101,1281.0,809.0,1703.0,1080.0,1.5401,1.1883
444,0,afternoon,friday,27.6,22.8,0.8288,1248.0,872.0,1632.0,1002.0,1.3573,1.1745
445,1,afternoon,friday,26.9,22.3,0.7792,1382.0,778.0,1799.0,1212.0,2.6872,1.3714
446,1,evening,friday,24.3,30.1,0.9012,1491.0,685.0,1915.0,1486.0,3.2951,1.4747
447,1,evening,friday,21.2,40.1,0.9978,1620.0,641.0,2052.0,1567.0,3.2448,1.4982
448,1,evening,friday,19.4,42.5,0.9483,1693.0,618.0,2083.0,1723.0,3.5967,1.5322
449,0,evening,friday,18.5,43.0,0.9074,1374.0,771.0,1685.0,1399.0,1.8966,1.1936
450,0,night,friday,17.8,47.0,0.9467,1287.0,841.0,1582.0,1291.0,1.1197,1.0456
451,0,night,friday,16.8,53.2,1.01,1408.0,761.0,1684.0,1443.0,1.3436,1.1202
452,0,night,saturday,17.1,51.8,0.999,1254.0,828.0,1566.0,1270.0,0.6352,1.002
453,0,night,saturday,16.2,54.2,0.9933,1141.0,936.0,1488.0,1110.0,0.4479,0.8806
454,0,night,saturday,15.1,58.2,0.9886,1141.0,986.0,1455.0,1060.0,0.4022,0.8273
455,0,night,saturday,15.1,57.6,0.9796,1042.0,1056.0,1410.0,965.0,0.3016,0.7422
456,0,night,saturday,14.5,58.0,0.9488,986.0,1145.0,1380.0,891.0,0.2605,0.6932
457,0,morning,saturday,13.7,61.6,0.9631,1005.0,1103.0,1387.0,905.0,0.2605,0.7166
458,0,morning,saturday,13.9,59.6,0.9408,1041.0,1112.0,1398.0,899.0,0.2742,0.7273
459,0,morning,saturday,13.3,61.7,0.9399,1272.0,846.0,1660.0,1136.0,0.914,1.0211
460,0,morning,saturday,15.1,55.8,0.9486,1436.0,704.0,1872.0,1391.0,2.0611,1.2288
461,0,morning,saturday,17.0,50.5,0.9684,1472.0,720.0,1816.0,1460.0,1.9286,1.199
462,0,morning,monday,15.6,57.4,1.0075,1461.0,703.0,1836.0,1451.0,1.9377,1.2
463,0,morning,monday,16.6,55.2,1.0382,1430.0,713.0,1853.0,1409.0,1.5493,1.1787
464,0,morning,monday,17.0,54.3,1.0434,1498.0,684.0,1942.0,1434.0,2.0337,1.2469
465,1,afternoon,monday,18.0,51.5,1.0552,1454.0,682.0,1915.0,1457.0,2.445,1.2373
466,0,afternoon,monday,19.5,47.5,1.0653,1402.0,733.0,1793.0,1325.0,1.2705,1.1383
467,0,afternoon,monday,21.6,41.7,1.0606,1327.0,803.0,1705.0,1120.0,1.17,1.0339
468,0,afternoon,monday,22.2,38.3,1.0106,1273.0,832.0,1662.0,931.0,1.1197,1.0254
469,0,afternoon,monday,20.3,42.8,1.0053,1457.0,678.0,1877.0,1212.0,2.0931,1.2671
470,1,evening,monday,19.7,45.4,1.0312,1543.0,631.0,2011.0,1353.0,3.2448,1.3736
471,1,evening,monday,18.8,47.5,1.0199,1499.0,651.0,1957.0,1359.0,3.0986,1.3193
472,0,evening,monday,17.9,49.4,1.0064,1378.0,742.0,1796.0,1273.0,1.9926,1.1734
473,0,evening,monday,17.5,50.9,1.009,1243.0,852.0,1622.0,1079.0,0.8135,0.9881
474,0,night,monday,17.4,51.8,1.023,1196.0,884.0,1589.0,973.0,0.7312,0.9423
475,0,night,monday,17.0,53.9,1.0363,1137.0,890.0,1554.0,951.0,0.8089,0.9253
476,0,night,tuesday,16.6,55.4,1.0408,1015.0,1065.0,1428.0,714.0,0.4616,0.7645
477,0,night,tuesday,15.9,57.0,1.0224,978.0,1188.0,1382.0,579.0,0.3016,0.6761
478,0,night,tuesday,15.0,59.2,1.0059,933.0,1357.0,1336.0,542.0,0.1828,0.5824
479,0,night,tuesday,14.5,61.4,1.0041,927.0,1267.0,1370.0,562.0,0.2468,0.6165
480,0,night,tuesday,14.1,61.6,0.9883,908.0,1303.0,1360.0,526.0,0.1782,0.6059
481,0,morning,tuesday,14.6,58.8,0.9711,980.0,1141.0,1435.0,659.0,0.2833,0.7209
482,0,morning,tuesday,14.4,58.9,0.9594,1236.0,880.0,1641.0,1012.0,0.5484,0.9796
483,1,morning,tuesday,15.3,55.2,0.9538,1664.0,594.0,2198.0,1564.0,2.7375,1.4982
484,1,morning,tuesday,16.2,52.5,0.9576,1757.0,494.0,2560.0,1806.0,4.954,1.742
485,1,morning,tuesday,18.4,46.3,0.9734,1524.0,588.0,2096.0,1604.0,3.5464,1.4375
486,0,morning,tuesday,19.6,41.8,0.9407,1329.0,707.0,1823.0,1288.0,2.148,1.1915
487,0,morning,tuesday,20.2,40.1,0.937,1167.0,881.0,1580.0,931.0,0.7724,0.9413
488,0,morning,tuesday,20.9,36.6,0.8939,1369.0,715.0,1818.0,1162.0,1.3893,1.2053
489,0,afternoon,tuesday,20.4,34.7,0.8229,1284.0,755.0,1704.0,1064.0,1.8509,1.1745
490,0,afternoon,tuesday,19.3,35.4,0.7813,1221.0,811.0,1630.0,913.0,1.3573,1.0989
491,0,afternoon,tuesday,18.6,36.9,0.7829,1096.0,872.0,1519.0,684.0,1.0054,1.0084
492,0,afternoon,tuesday,18.8,36.8,0.7883,1143.0,849.0,1590.0,710.0,1.0329,1.052
493,0,afternoon,tuesday,17.5,40.6,0.8068,1251.0,760.0,1716.0,923.0,2.084,1.1883
494,0,evening,tuesday,16.8,44.3,0.8428,1268.0,728.0,1776.0,1006.0,2.148,1.2224
495,1,evening,tuesday,16.3,47.7,0.8746,1314.0,726.0,1784.0,1083.0,2.2988,1.2245
496,0,evening,tuesday,15.6,50.7,0.8947,1315.0,724.0,1807.0,1161.0,2.0977,1.216
497,0,evening,tuesday,15.7,49.4,0.8768,1095.0,896.0,1527.0,800.0,1.0374,0.9775
498,0,night,tuesday,15.8,48.6,0.8653,1027.0,996.0,1458.0,647.0,0.6947,0.8603
499,0,night,tuesday,15.7,47.0,0.8325,1012.0,1053.0,1393.0,649.0,0.4296,0.8007
500,0,night,wednesday,15.7,45.9,0.8121,948.0,1127.0,1352.0,575.0,0.425,0.756
501,0,night,wednesday,15.6,44.9,0.792,889.0,1308.0,1271.0,455.0,0.2239,0.6421
502,0,night,wednesday,15.6,44.4,0.7827,830.0,1475.0,1214.0,392.0,0.1371,0.5729
503,0,night,wednesday,16.1,42.4,0.7718,801.0,1749.0,1154.0,340.0,0.1371,0.4941
504,0,night,wednesday,15.7,45.4,0.8063,804.0,1826.0,1166.0,320.0,0.1371,0.4983
505,0,morning,wednesday,15.3,50.1,0.8617,824.0,1705.0,1200.0,331.0,0.1462,0.509
506,0,morning,wednesday,14.2,58.6,0.9443,1000.0,1257.0,1398.0,426.0,0.2696,0.7326
507,0,morning,wednesday,14.3,58.2,0.9431,1307.0,777.0,1769.0,830.0,1.2659,1.1521
508,0,morning,wednesday,15.0,52.0,0.8817,1286.0,716.0,1821.0,1006.0,2.0748,1.2469
509,0,morning,wednesday,13.6,61.4,0.9519,1150.0,865.0,1576.0,820.0,0.9643,0.9849
510,0,morning,wednesday,16.1,53.1,0.9675,1087.0,911.0,1554.0,737.0,0.8957,0.9328
511,0,morning,wednesday,16.6,44.3,0.8294,1016.0,991.0,1448.0,790.0,0.5027,0.8934
512,0,morning,wednesday,17.4,40.3,0.7922,1029.0,937.0,1474.0,760.0,0.7495,0.9498
513,0,afternoon,wednesday,18.1,42.2,0.8679,1109.0,883.0,1604.0,767.0,0.6901,1.0041
514,0,afternoon,wednesday,14.4,51.8,0.8433,997.0,1030.0,1426.0,626.0,0.5119,0.8699
515,0,afternoon,wednesday,10.9,76.4,0.9953,1177.0,927.0,1552.0,776.0,0.5347,0.937
516,0,afternoon,wednesday,16.4,47.7,0.8819,1045.0,1038.0,1421.0,589.0,0.5484,0.8603
517,0,afternoon,wednesday,18.0,37.1,0.7598,1171.0,847.0,1623.0,872.0,1.1471,1.1425
518,0,evening,wednesday,14.7,48.7,0.8089,1221.0,799.0,1700.0,996.0,1.988,1.1723
519,0,evening,wednesday,11.3,71.3,0.9514,1262.0,774.0,1748.0,1033.0,1.5767,1.2064
520,0,evening,wednesday,10.0,74.0,0.9087,1207.0,876.0,1632.0,982.0,1.5676,1.0786
521,0,evening,wednesday,9.8,71.8,0.8702,956.0,1235.0,1282.0,518.0,0.2833,0.7091
522,0,night,wednesday,9.3,75.2,0.8796,1020.0,1153.0,1391.0,631.0,0.3199,0.7741
523,0,night,wednesday,9.6,76.0,0.9088,1107.0,957.0,1510.0,879.0,0.521,0.9168
524,0,night,thursday,9.3,75.0,0.8799,1020.0,1074.0,1398.0,839.0,0.4022,0.8007
525,0,night,thursday,9.0,76.7,0.8825,1051.0,1016.0,1455.0,876.0,0.4342,0.8497
526,0,night,thursday,8.2,79.6,0.8672,965.0,1087.0,1383.0,827.0,0.3793,0.7624
