,true_error,time_slot,day_of_week,T,RH,AH,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S5(O3),true_label,given_label
986,0,afternoon,sunday,25.9,28.1,0.9258,1018.0,790.0,1047.0,580.0,0.5924,0.9909
987,0,afternoon,sunday,24.5,32.3,0.9815,1160.0,957.0,884.0,861.0,0.9373,1.1241
988,0,evening,sunday,22.6,39.3,1.06,1269.0,1047.0,809.0,1080.0,1.008,1.1818
989,0,evening,sunday,21.2,47.5,1.1828,1394.0,1111.0,736.0,1288.0,1.0876,1.2724
990,0,evening,sunday,19.9,54.9,1.2632,1292.0,1003.0,789.0,1163.0,0.955,1.2038
991,0,evening,sunday,19.4,52.1,1.1642,1212.0,966.0,840.0,1043.0,0.8842,1.1612
992,0,night,sunday,19.4,42.6,0.9485,1137.0,985.0,858.0,1045.0,1.0434,1.1035
993,0,night,sunday,19.1,44.1,0.966,1080.0,910.0,923.0,929.0,1.0699,1.063
994,0,night,monday,18.0,49.3,1.0086,1031.0,861.0,903.0,825.0,0.8312,1.0534
995,0,night,monday,17.6,54.6,1.0918,917.0,654.0,1169.0,545.0,0.4598,0.971
996,0,night,monday,16.4,62.1,1.1493,888.0,598.0,1228.0,500.0,0.3449,0.9593
997,0,night,monday,16.0,61.4,1.1043,876.0,547.0,1256.0,505.0,0.2918,0.9277
998,0,morning,monday,15.8,64.3,1.1416,964.0,697.0,1067.0,717.0,0.504,1.041
999,0,morning,monday,16.0,65.8,1.1844,1147.0,906.0,815.0,1126.0,0.7074,1.1584
1000,0,morning,monday,16.8,62.5,1.1869,1493.0,1328.0,577.0,1597.0,0.8931,1.5059
1001,0,morning,monday,16.9,66.1,1.2613,1597.0,1466.0,518.0,1687.0,0.9638,1.6481
1002,0,morning,monday,17.4,68.9,1.3557,1483.0,1222.0,597.0,1529.0,0.9638,1.4105
1003,0,morning,monday,21.4,45.0,1.1291,1222.0,1080.0,742.0,1366.0,0.9815,1.2051
1004,0,morning,monday,23.9,30.7,0.9002,1060.0,1010.0,858.0,1074.0,0.9019,1.1145
1005,0,morning,monday,26.8,25.2,0.8721,1048.0,1013.0,886.0,940.0,0.8489,1.0877
1006,0,afternoon,monday,28.4,23.6,0.8983,1051.0,1008.0,911.0,921.0,0.7958,1.0719
1007,0,afternoon,monday,30.3,20.1,0.8539,998.0,977.0,947.0,695.0,0.6101,1.0273
1008,0,afternoon,monday,30.9,19.7,0.8649,1058.0,1023.0,896.0,795.0,0.6543,1.085
1009,0,afternoon,monday,30.2,20.5,0.8672,1203.0,1204.0,790.0,1079.0,0.9019,1.1976
1010,0,afternoon,monday,26.4,34.6,1.1724,1491.0,1392.0,630.0,1473.0,1.1318,1.4757
1011,0,evening,monday,24.9,39.4,1.2268,1467.0,1385.0,623.0,1493.0,1.1495,1.4311
1012,0,evening,monday,23.5,43.7,1.2484,1407.0,1279.0,660.0,1308.0,1.0611,1.3796
1013,0,evening,monday,19.3,63.1,1.4028,1324.0,1086.0,692.0,1189.0,0.9992,1.3068
1014,0,evening,monday,18.7,64.6,1.3836,1214.0,970.0,777.0,1076.0,0.8842,1.2161
1015,0,night,monday,19.5,57.1,1.2806,1016.0,780.0,967.0,806.0,0.619,1.0754
1016,0,night,monday,18.9,62.5,1.3521,1135.0,842.0,872.0,973.0,0.7339,1.1351
1017,0,night,tuesday,18.4,65.8,1.3802,1065.0,789.0,936.0,929.0,0.7162,1.1124
1018,0,night,tuesday,16.4,79.2,1.4681,999.0,692.0,1038.0,778.0,0.6101,1.0905
1019,0,night,tuesday,16.1,80.0,1.4562,911.0,599.0,1189.0,633.0,0.4244,1.0417
1020,0,night,tuesday,15.6,81.0,1.4216,881.0,546.0,1335.0,458.0,0.2476,1.006
1021,0,morning,tuesday,15.7,80.5,1.4236,967.0,646.0,1117.0,579.0,0.4156,1.0657
1022,0,morning,tuesday,16.0,80.8,1.4602,1280.0,976.0,780.0,1003.0,0.7781,1.3129
1023,0,morning,tuesday,16.6,78.0,1.4572,1564.0,1379.0,552.0,1393.0,0.9638,1.5835
1024,0,morning,tuesday,16.1,79.2,1.4398,1505.0,1358.0,556.0,1406.0,0.9992,1.5437
1025,0,morning,tuesday,17.7,70.8,1.4171,1309.0,1186.0,649.0,1308.0,0.9196,1.3548
1026,0,morning,tuesday,20.3,54.8,1.2867,1035.0,895.0,898.0,863.0,0.5748,1.1378
1027,0,morning,tuesday,21.2,49.3,1.2271,1148.0,1062.0,753.0,1004.0,0.7693,1.2532
1028,0,morning,tuesday,21.5,47.9,1.2178,1152.0,1104.0,725.0,1023.0,0.8754,1.2772
1029,0,afternoon,tuesday,21.4,47.7,1.2047,1131.0,1059.0,772.0,978.0,0.8842,1.2251
1030,0,afternoon,tuesday,20.4,54.0,1.2757,1142.0,1053.0,753.0,979.0,0.9285,1.2457
1031,0,afternoon,tuesday,19.9,57.1,1.3158,1197.0,1082.0,753.0,971.0,0.8577,1.2711
1032,0,afternoon,tuesday,19.9,55.2,1.2701,960.0,828.0,971.0,617.0,0.4775,1.0747
1033,0,afternoon,tuesday,19.5,55.7,1.2512,1077.0,1001.0,836.0,717.0,0.5217,1.2113
1034,0,evening,tuesday,18.3,62.8,1.3127,1377.0,1313.0,612.0,1220.0,0.9638,1.4558
1035,0,evening,tuesday,17.2,68.3,1.3289,1405.0,1353.0,602.0,1296.0,1.1053,1.5004
1036,0,evening,tuesday,16.1,75.2,1.3654,1484.0,1319.0,591.0,1413.0,1.1672,1.4874
1037,0,evening,tuesday,16.6,70.8,1.3253,1187.0,1042.0,766.0,1093.0,0.9727,1.2635
1038,0,night,tuesday,18.5,56.0,1.181,870.0,729.0,1096.0,586.0,0.4686,1.0129
1039,0,night,tuesday,17.3,59.5,1.1667,932.0,765.0,1054.0,575.0,0.5394,1.0596
1040,0,night,wednesday,18.6,52.3,1.1121,830.0,608.0,1282.0,441.0,0.3625,0.9408
1041,0,night,wednesday,19.0,49.8,1.0831,778.0,534.0,1480.0,358.0,0.1945,0.8886
1042,0,night,wednesday,15.7,64.5,1.14,820.0,541.0,1450.0,377.0,0.2476,0.9339
1043,0,night,wednesday,14.7,74.1,1.2302,867.0,589.0,1267.0,468.0,0.3625,0.9881
1044,0,morning,wednesday,14.6,77.1,1.2727,927.0,682.0,1109.0,580.0,0.4775,1.0479
1045,0,morning,wednesday,14.5,78.3,1.2851,1060.0,851.0,912.0,805.0,0.7162,1.1488
1046,0,morning,wednesday,15.1,76.8,1.3061,1440.0,1271.0,630.0,1273.0,0.9461,1.4853
1047,0,morning,wednesday,16.4,72.4,1.3379,1384.0,1265.0,620.0,1307.0,1.0965,1.4716
1048,0,morning,wednesday,16.3,68.6,1.2657,1172.0,1085.0,737.0,1102.0,1.0876,1.2882
1049,0,morning,wednesday,17.2,62.9,1.2228,1143.0,1083.0,735.0,1083.0,1.0611,1.2958
1050,0,morning,wednesday,17.4,61.1,1.206,1167.0,1134.0,709.0,1083.0,0.9992,1.3184
1051,0,afternoon,wednesday,16.8,66.8,1.2691,1303.0,1288.0,618.0,1236.0,1.008,1.453
1052,0,afternoon,wednesday,17.3,62.6,1.226,1264.0,1279.0,631.0,1223.0,1.0611,1.407
1053,0,afternoon,wednesday,17.5,60.8,1.2029,1242.0,1193.0,684.0,1175.0,1.1053,1.3356
1054,0,afternoon,wednesday,17.5,59.2,1.1725,1070.0,1022.0,824.0,933.0,0.7781,1.1948
1055,0,afternoon,wednesday,17.7,56.9,1.1392,981.0,978.0,857.0,835.0,0.6367,1.155
1056,0,evening,wednesday,17.1,61.5,1.1873,1198.0,1136.0,717.0,1291.0,0.9108,1.2841
1057,0,evening,wednesday,17.5,63.9,1.2667,1000.0,918.0,881.0,802.0,0.5924,1.1406
1058,0,evening,wednesday,15.9,70.7,1.2672,1110.0,949.0,850.0,842.0,0.6986,1.19
1059,0,evening,wednesday,15.1,75.1,1.2799,1023.0,854.0,918.0,744.0,0.787,1.1241
1060,0,night,wednesday,13.9,72.5,1.1502,861.0,695.0,1130.0,500.0,0.5924,0.9875
1061,0,night,wednesday,12.0,79.8,1.1175,969.0,760.0,1059.0,560.0,0.7339,1.0424
1062,0,night,thursday,12.5,75.8,1.0938,898.0,741.0,1085.0,589.0,0.672,1.0081
1063,0,night,thursday,12.0,75.0,1.0499,835.0,674.0,1201.0,488.0,0.5129,0.9724
1064,0,night,thursday,12.6,72.2,1.0503,766.0,523.0,1534.0,387.0,0.2653,0.8996
1065,0,night,thursday,13.1,67.1,1.0079,758.0,517.0,1625.0,351.0,0.1945,0.8886
1066,0,morning,thursday,13.2,64.6,0.9774,804.0,604.0,1366.0,420.0,0.4421,0.9318
1067,0,morning,thursday,13.1,65.6,0.9815,948.0,817.0,1048.0,695.0,0.8135,1.0616
1068,0,morning,thursday,14.7,58.5,0.9688,1204.0,1205.0,729.0,1139.0,0.8931,1.3624
1069,0,morning,thursday,15.9,53.1,0.9529,1231.0,1304.0,652.0,1315.0,1.0699,1.3933
1070,0,morning,thursday,17.9,46.1,0.9388,1176.0,1191.0,705.0,1217.0,1.1495,1.2608
1071,0,morning,thursday,20.2,37.7,0.8833,1043.0,1066.0,789.0,1014.0,1.008,1.1619
1072,0,morning,thursday,18.5,42.8,0.9026,992.0,970.0,869.0,884.0,0.8842,1.1152
1073,0,morning,thursday,13.0,64.3,0.9586,885.0,772.0,1035.0,524.0,0.4952,0.9957
1074,0,afternoon,thursday,15.1,54.5,0.9309,991.0,937.0,874.0,644.0,0.6632,1.0857
1075,0,afternoon,thursday,13.6,65.5,1.0184,1182.0,1119.0,733.0,1032.0,1.0699,1.2573
1076,0,afternoon,thursday,12.3,78.3,1.1154,1191.0,1074.0,741.0,1038.0,1.1318,1.247
1077,0,afternoon,thursday,12.7,74.2,1.0863,1272.0,1136.0,730.0,1077.0,1.2291,1.2834
1078,0,afternoon,thursday,14.4,64.2,1.049,1138.0,1063.0,804.0,983.0,1.0788,1.1866
1079,0,evening,thursday,15.6,58.3,1.0266,1008.0,954.0,892.0,834.0,0.8135,1.1166
1080,0,evening,thursday,15.0,61.4,1.0385,1075.0,1015.0,824.0,949.0,0.8577,1.1825
1081,0,evening,thursday,13.7,65.8,1.0254,1034.0,935.0,870.0,941.0,0.8666,1.1021
1082,0,evening,thursday,12.3,66.4,0.944,934.0,841.0,973.0,756.0,0.8223,1.028
1083,0,night,thursday,15.4,58.8,1.0215,883.0,705.0,1133.0,655.0,0.5748,0.9765
1084,0,night,thursday,14.1,64.9,1.0405,1021.0,871.0,938.0,805.0,0.7162,1.0891
1085,0,night,friday,13.8,64.7,1.0168,1059.0,907.0,879.0,970.0,0.9019,1.0843
1086,0,night,friday,13.5,67.8,1.042,1023.0,878.0,896.0,969.0,0.8047,1.0767
1087,0,night,friday,13.7,69.4,1.0794,855.0,669.0,1160.0,671.0,0.4952,0.9799
1088,0,night,friday,14.0,67.8,1.0787,831.0,602.0,1269.0,535.0,0.3625,0.9518
1089,0,morning,friday,14.6,61.1,1.0075,817.0,639.0,1260.0,489.0,0.4244,0.9366
1090,0,morning,friday,14.3,60.5,0.9847,972.0,880.0,964.0,689.0,0.6367,1.0918
1091,0,morning,friday,14.9,56.9,0.9582,1200.0,1290.0,657.0,1196.0,0.9373,1.383
1092,0,morning,friday,16.4,50.2,0.9286,1234.0,1355.0,621.0,1266.0,0.9461,1.4386
1093,0,morning,friday,16.0,50.9,0.9211,1164.0,1148.0,741.0,1130.0,1.123,1.2525
1094,0,morning,friday,18.6,42.8,0.9091,976.0,952.0,878.0,834.0,1.008,1.0863
1095,0,morning,friday,19.7,33.7,0.7646,844.0,825.0,1027.0,536.0,0.8931,0.9648
1096,0,morning,friday,21.2,27.7,0.6864,851.0,906.0,989.0,545.0,0.84,0.9737
1097,0,afternoon,friday,19.7,28.5,0.6445,926.0,1010.0,904.0,720.0,0.9727,1.0479
1098,0,afternoon,friday,19.8,29.7,0.678,890.0,950.0,940.0,655.0,0.8931,1.0026
1099,0,afternoon,friday,19.2,35.6,0.7856,921.0,914.0,937.0,614.0,0.9373,1.017
1100,0,afternoon,friday,14.2,60.5,0.9765,1052.0,956.0,869.0,725.0,1.0257,1.0987
1101,0,afternoon,friday,12.9,69.1,1.0249,1247.0,1238.0,691.0,1036.0,1.0965,1.3377
1102,0,evening,friday,12.7,70.4,1.0294,1205.0,1222.0,684.0,1127.0,1.176,1.3123
1103,0,evening,friday,13.9,62.7,0.9905,1016.0,995.0,857.0,854.0,0.8489,1.1275
1104,0,evening,friday,13.9,62.9,0.9948,984.0,879.0,940.0,792.0,0.7516,1.0486
1105,0,evening,friday,13.4,65.2,0.9996,1041.0,898.0,922.0,891.0,0.8577,1.0953
1106,0,night,friday,13.4,64.6,0.9864,1027.0,887.0,927.0,876.0,0.8577,1.0767
1107,0,night,friday,13.3,63.6,0.9677,1025.0,869.0,954.0,851.0,0.8931,1.0513
1108,0,night,saturday,13.3,61.8,0.9433,984.0,829.0,1003.0,787.0,0.7516,1.041
1109,0,night,saturday,13.6,59.7,0.9271,969.0,791.0,1084.0,711.0,0.7074,0.993
1110,0,night,saturday,14.6,53.3,0.8807,758.0,546.0,1483.0,396.0,0.2918,0.8597
1111,0,morning,monday,17.8,51.1,1.0362,1378.0,1303.0,633.0,1494.0,1.0346,1.4084
1112,0,morning,monday,20.0,45.0,1.0379,1132.0,1096.0,731.0,1186.0,0.9461,1.2415
1113,0,morning,monday,20.3,44.1,1.0392,1108.0,1040.0,767.0,1051.0,0.84,1.2003
1114,0,morning,monday,20.7,42.4,1.0248,1131.0,1097.0,735.0,1027.0,0.8223,1.234
1115,0,afternoon,monday,20.8,40.6,0.9888,1105.0,1080.0,751.0,981.0,0.9196,1.2072
1116,0,afternoon,monday,21.5,39.7,1.0042,1120.0,1096.0,753.0,976.0,0.9019,1.2134
1117,0,afternoon,monday,25.0,30.1,0.9394,1100.0,1108.0,800.0,932.0,0.9638,1.1887
1118,0,afternoon,monday,25.2,29.7,0.9371,1098.0,1124.0,810.0,871.0,0.8577,1.1784
1119,0,afternoon,monday,23.4,32.0,0.91,1137.0,1234.0,749.0,990.0,0.9196,1.2525
1120,0,evening,monday,21.0,37.8,0.9298,1267.0,1352.0,651.0,1196.0,1.0965,1.3466
1121,0,evening,monday,19.2,45.7,1.0084,1319.0,1413.0,597.0,1329.0,1.1937,1.4077
1122,0,evening,monday,17.7,50.9,1.0232,1160.0,1189.0,698.0,1151.0,1.0788,1.2525
1123,0,evening,monday,16.8,53.6,1.0167,1084.0,1063.0,775.0,1031.0,0.9638,1.1694
1124,0,night,monday,15.8,56.2,1.0033,1025.0,963.0,842.0,917.0,0.84,1.1131
1125,0,night,monday,16.0,56.5,1.0166,953.0,830.0,986.0,860.0,0.7604,1.0445
1126,0,night,tuesday,14.2,64.1,1.0346,959.0,812.0,961.0,910.0,0.6897,1.0424
1127,0,night,tuesday,15.0,59.8,1.0142,834.0,637.0,1187.0,699.0,0.4686,0.9353
1128,0,night,tuesday,14.3,61.9,1.0031,787.0,549.0,1366.0,596.0,0.3802,0.9044
1129,0,night,tuesday,11.4,70.5,0.9484,807.0,571.0,1305.0,704.0,0.4686,0.9167
1130,0,morning,tuesday,12.0,68.0,0.9547,866.0,686.0,1135.0,741.0,0.4244,0.9648
1131,0,morning,tuesday,11.3,70.4,0.9443,1035.0,917.0,882.0,968.0,0.5659,1.1028
1132,0,morning,tuesday,12.7,65.6,0.962,1469.0,1491.0,555.0,1561.0,0.84,1.5801
1133,0,morning,tuesday,14.5,59.8,0.9795,1553.0,1575.0,508.0,1779.0,1.0611,1.6638
1134,0,morning,tuesday,17.5,49.8,0.9877,1513.0,1455.0,554.0,1822.0,1.3529,1.4984
1135,0,morning,tuesday,21.9,35.2,0.9128,1395.0,1368.0,605.0,1675.0,1.4413,1.3954
1136,0,morning,tuesday,23.5,29.5,0.8435,1209.0,1248.0,712.0,1295.0,1.0522,1.2985
1137,0,morning,tuesday,24.3,29.8,0.8926,1142.0,1115.0,776.0,1091.0,0.8489,1.1914
1138,0,afternoon,tuesday,23.8,31.7,0.9212,1140.0,1129.0,765.0,1023.0,0.8312,1.1866
1139,0,afternoon,tuesday,24.2,31.2,0.9257,1105.0,1035.0,826.0,877.0,0.7604,1.1282
1140,0,afternoon,tuesday,26.5,27.2,0.9282,1131.0,1058.0,824.0,931.0,0.8047,1.1426
1141,0,afternoon,tuesday,25.7,28.4,0.9248,1162.0,1064.0,832.0,913.0,0.8577,1.1502
1142,0,afternoon,tuesday,26.3,27.5,0.9306,1336.0,1326.0,674.0,1255.0,1.1053,1.3205
1143,0,evening,tuesday,24.4,31.6,0.9545,1533.0,1549.0,573.0,1571.0,1.2379,1.5334
1144,0,evening,tuesday,23.1,35.3,0.9845,1650.0,1649.0,528.0,1779.0,1.3971,1.6103
1145,0,evening,tuesday,21.1,40.2,0.997,1535.0,1458.0,568.0,1735.0,1.4059,1.4558
1146,0,evening,tuesday,19.2,52.3,1.1516,1382.0,1243.0,632.0,1511.0,1.1318,1.3329
1147,0,night,tuesday,18.1,58.7,1.2072,1335.0,1122.0,673.0,1424.0,1.008,1.2635
1148,0,night,tuesday,17.3,58.8,1.1494,1267.0,1064.0,706.0,1348.0,0.8842,1.2127
1149,0,night,wednesday,16.9,58.8,1.125,1122.0,926.0,805.0,1174.0,0.7781,1.1117
1150,0,night,wednesday,17.6,57.6,1.1484,986.0,771.0,964.0,947.0,0.5924,1.0424
1151,0,night,wednesday,15.6,63.9,1.1287,966.0,744.0,967.0,935.0,0.5748,1.0376
1152,0,night,wednesday,15.6,62.2,1.0961,872.0,632.0,1132.0,768.0,0.4156,0.9634
1153,0,morning,wednesday,14.0,68.3,1.0884,967.0,749.0,996.0,881.0,0.504,1.0417
1154,0,morning,wednesday,14.5,65.7,1.0804,1152.0,964.0,800.0,1096.0,0.6455,1.1708
1155,0,morning,wednesday,15.5,62.2,1.0875,1500.0,1393.0,560.0,1495.0,0.84,1.4853
1156,1,morning,wednesday,17.0,56.8,1.0909,1754.0,1716.0,452.0,1895.0,0.9727,1.8314
1157,0,morning,wednesday,18.8,52.4,1.1285,1558.0,1469.0,525.0,1758.0,1.0699,1.5663
1158,0,morning,wednesday,19.7,51.9,1.1796,1446.0,1350.0,568.0,1630.0,0.955,1.4695
1159,0,morning,wednesday,20.9,44.6,1.0872,1349.0,1236.0,627.0,1530.0,1.1053,1.3487
1160,0,morning,wednesday,21.9,43.3,1.1265,1452.0,1371.0,576.0,1622.0,1.0346,1.4681
1161,0,afternoon,wednesday,20.4,55.7,1.3205,1676.0,1534.0,496.0,1828.0,1.1584,1.657
1162,0,afternoon,wednesday,17.4,67.0,1.325,1327.0,1139.0,658.0,1323.0,1.1141,1.3006
1163,0,afternoon,wednesday,17.1,64.0,1.2413,1248.0,1072.0,713.0,1188.0,1.008,1.234
1164,0,afternoon,wednesday,17.3,61.1,1.1957,1250.0,1074.0,724.0,1166.0,1.0876,1.2402
1165,0,afternoon,wednesday,17.7,56.3,1.13,1222.0,1084.0,727.0,1108.0,1.0257,1.234
1166,0,evening,wednesday,17.4,48.6,0.9559,1159.0,1097.0,748.0,995.0,0.9461,1.1736
1167,0,evening,wednesday,17.6,43.7,0.8698,1192.0,1143.0,740.0,1108.0,1.0876,1.2134
1168,0,evening,wednesday,16.7,47.2,0.892,1074.0,954.0,846.0,956.0,0.9904,1.0781
1169,0,evening,wednesday,16.8,45.6,0.8636,984.0,851.0,959.0,817.0,0.8931,0.9971
1170,0,night,wednesday,16.1,52.0,0.946,970.0,773.0,1026.0,658.0,0.8047,0.9785
1171,0,night,wednesday,15.5,57.1,0.996,987.0,800.0,989.0,658.0,0.7781,1.0039
1172,0,night,thursday,16.2,50.2,0.9156,1003.0,836.0,949.0,748.0,0.8489,0.9991
1173,0,night,thursday,16.4,50.5,0.938,933.0,747.0,1045.0,569.0,0.6632,0.9648
1174,0,night,thursday,16.2,52.8,0.9626,859.0,620.0,1201.0,445.0,0.4156,0.9037
1175,0,night,thursday,16.2,53.0,0.9672,792.0,501.0,1554.0,354.0,0.2211,0.8597
1176,0,morning,thursday,16.2,53.7,0.9799,835.0,560.0,1409.0,407.0,0.4333,0.9044
1177,0,morning,thursday,15.9,55.3,0.991,975.0,736.0,1069.0,611.0,0.7516,1.0019
1178,0,morning,thursday,16.2,55.6,1.0151,1133.0,957.0,815.0,944.0,0.9373,1.1344
1179,0,morning,thursday,16.0,59.3,1.0711,1347.0,1237.0,645.0,1328.0,1.2026,1.3624
1180,0,morning,thursday,16.6,55.6,1.042,1122.0,1000.0,783.0,1085.0,1.0522,1.142
1181,0,morning,thursday,17.4,51.8,1.022,1152.0,1014.0,774.0,1139.0,1.0788,1.177
1182,0,morning,thursday,17.6,49.7,0.9944,1020.0,866.0,907.0,799.0,0.7958,1.0671
1183,0,morning,thursday,17.2,52.8,1.0236,1066.0,927.0,846.0,804.0,0.8577,1.1042
1184,0,afternoon,thursday,18.2,49.6,1.0268,1105.0,1016.0,789.0,930.0,0.8666,1.1921
1185,0,afternoon,thursday,19.5,45.0,1.0114,1056.0,894.0,891.0,771.0,0.8223,1.0822
1186,0,afternoon,thursday,19.5,45.5,1.0189,1084.0,970.0,818.0,845.0,0.8666,1.1166
1187,0,afternoon,thursday,19.8,44.3,1.0104,1288.0,1191.0,691.0,1192.0,1.0876,1.3116
1188,0,afternoon,thursday,20.3,43.1,1.0114,1390.0,1368.0,605.0,1494.0,1.3087,1.4366
1189,0,evening,thursday,20.3,44.4,1.0457,1374.0,1303.0,636.0,1457.0,1.3087,1.3981
1190,0,evening,thursday,19.8,47.9,1.092,1378.0,1342.0,612.0,1489.0,1.176,1.4256
1191,0,evening,thursday,19.1,52.3,1.1486,1428.0,1329.0,594.0,1602.0,1.2468,1.4434
1192,0,evening,thursday,18.2,54.7,1.1336,1336.0,1176.0,656.0,1468.0,1.1584,1.2985
1193,0,night,thursday,17.8,55.0,1.1097,1234.0,1049.0,746.0,1274.0,1.0699,1.19
1194,0,night,thursday,17.5,56.4,1.1175,1300.0,1221.0,648.0,1401.0,1.0876,1.3363
1195,0,night,friday,17.3,57.8,1.1298,1246.0,1150.0,654.0,1354.0,0.9461,1.2862
1196,0,night,friday,16.8,57.5,1.0912,1141.0,1017.0,740.0,1188.0,0.9196,1.1605
1197,0,night,friday,16.3,57.0,1.0484,1014.0,853.0,883.0,975.0,0.8047,1.0561
1198,0,night,friday,15.5,59.9,1.0498,988.0,814.0,908.0,921.0,0.7693,1.0383
1199,0,morning,friday,16.0,58.3,1.0481,983.0,833.0,894.0,1012.0,0.9019,1.0465
1200,0,morning,friday,17.2,52.3,1.0169,1033.0,917.0,882.0,905.0,0.84,1.1104
1201,0,morning,friday,18.5,49.4,1.0397,1388.0,1372.0,601.0,1449.0,1.2379,1.4455
1202,0,morning,friday,21.0,37.9,0.9313,1148.0,1104.0,723.0,1301.0,1.2203,1.1763
1203,0,morning,friday,22.8,32.4,0.887,1095.0,1019.0,815.0,1181.0,0.9992,1.1111
1204,0,morning,friday,25.5,25.6,0.8218,987.0,979.0,923.0,962.0,0.8931,1.0403
1205,0,morning,friday,25.9,23.6,0.7771,984.0,998.0,905.0,862.0,0.8577,1.0458
1206,0,afternoon,friday,27.7,20.8,0.7599,1072.0,1084.0,843.0,1017.0,1.008,1.1138
1207,0,afternoon,friday,27.1,21.6,0.7618,1048.0,1068.0,869.0,993.0,0.9727,1.0802
1208,0,afternoon,friday,28.4,20.2,0.7697,1042.0,1029.0,907.0,879.0,0.9108,1.0575
1209,0,afternoon,friday,28.1,21.9,0.8184,1113.0,1086.0,882.0,926.0,1.0522,1.0877
1210,0,afternoon,friday,27.6,22.3,0.8116,1146.0,1145.0,836.0,1011.0,1.1141,1.131
1211,0,evening,friday,25.2,24.3,0.7671,1239.0,1272.0,748.0,1380.0,1.2733,1.2292
1212,0,evening,friday,24.6,25.1,0.7636,1302.0,1346.0,706.0,1698.0,1.4502,1.291
1213,0,evening,friday,23.1,27.2,0.7575,1181.0,1183.0,792.0,1432.0,1.3087,1.1749
1214,0,evening,friday,22.0,28.6,0.7483,1068.0,1037.0,869.0,1217.0,1.0522,1.076
1215,0,night,friday,20.8,34.5,0.8365,1135.0,1065.0,803.0,1317.0,0.9815,1.1193
1216,0,night,friday,20.4,35.3,0.8352,1121.0,992.0,844.0,1255.0,1.0169,1.0335
1217,0,night,saturday,19.1,38.3,0.8381,1131.0,965.0,843.0,1223.0,0.9108,1.0438
1218,0,night,saturday,18.0,40.5,0.8271,947.0,798.0,964.0,930.0,0.7162,0.9579
1219,0,night,saturday,17.4,43.4,0.8553,935.0,786.0,964.0,954.0,0.6278,0.9538
1220,0,night,saturday,14.6,51.4,0.8489,867.0,734.0,1043.0,808.0,0.5129,0.9092
1221,0,morning,saturday,15.7,46.9,0.8329,839.0,638.0,1171.0,643.0,0.3891,0.8728
1222,0,morning,saturday,15.3,49.7,0.8552,873.0,704.0,1091.0,756.0,0.4333,0.9078
1223,0,morning,saturday,16.0,47.4,0.8564,1065.0,942.0,890.0,1067.0,0.6013,1.0822
1224,0,morning,saturday,17.6,43.3,0.8647,1187.0,1104.0,727.0,1391.0,0.955,1.1818
1225,0,morning,saturday,20.3,37.4,0.8807,1249.0,1174.0,712.0,1486.0,1.0346,1.2182
1226,0,morning,saturday,23.1,30.3,0.8425,1157.0,1072.0,802.0,1327.0,1.123,1.1351
1227,0,morning,saturday,25.0,24.2,0.7568,988.0,924.0,1015.0,835.0,0.8223,1.0046
1228,0,morning,saturday,25.6,23.5,0.7611,1025.0,955.0,997.0,834.0,0.8312,1.0005
1229,0,afternoon,saturday,25.5,22.6,0.7288,997.0,947.0,998.0,815.0,0.7693,1.0026
1230,0,afternoon,saturday,26.1,21.1,0.7023,916.0,829.0,1124.0,621.0,0.6632,0.9154
1231,0,afternoon,saturday,28.2,19.4,0.7303,965.0,910.0,1056.0,643.0,0.7162,0.9538
1232,0,afternoon,saturday,27.4,20.5,0.7379,985.0,903.0,1059.0,712.0,0.7604,0.9868
1233,0,afternoon,saturday,26.0,22.7,0.7532,1026.0,920.0,1037.0,746.0,0.8577,0.9991
1234,0,evening,saturday,23.8,27.1,0.7858,1125.0,1016.0,910.0,991.0,1.0346,1.074
1235,0,evening,saturday,23.0,28.7,0.7976,1159.0,1054.0,878.0,1046.0,1.0611,1.1008
1236,0,evening,saturday,21.7,31.8,0.8191,1284.0,1149.0,780.0,1304.0,1.3175,1.1845
1237,0,evening,saturday,20.9,33.2,0.8098,1101.0,986.0,852.0,1100.0,1.0965,1.0808
1238,0,night,saturday,20.2,34.3,0.8017,1101.0,972.0,879.0,1001.0,0.8577,1.0657
1239,0,night,saturday,19.6,37.0,0.8325,1183.0,1049.0,762.0,1290.0,0.9904,1.0946
1240,0,night,sunday,18.1,40.9,0.8441,1132.0,996.0,822.0,1205.0,0.84,1.074
1241,0,night,sunday,17.0,43.3,0.8341,998.0,859.0,919.0,1045.0,0.7781,0.9957
1242,0,night,sunday,16.7,43.4,0.8193,911.0,743.0,1052.0,739.0,0.4775,0.9408
1243,0,night,sunday,15.2,45.5,0.783,808.0,630.0,1234.0,573.0,0.3802,0.8625
1244,0,morning,sunday,13.5,50.1,0.7706,792.0,599.0,1262.0,564.0,0.3979,0.8481
1245,0,morning,sunday,14.2,49.9,0.8025,822.0,581.0,1326.0,602.0,0.4156,0.8625
1246,0,morning,sunday,13.8,51.4,0.8059,918.0,721.0,1069.0,785.0,0.5129,0.9291
1247,0,morning,sunday,16.3,45.1,0.8286,975.0,774.0,1001.0,878.0,0.6101,0.9566
1248,0,morning,sunday,19.2,35.4,0.7812,1047.0,908.0,913.0,981.0,0.787,1.0012
1249,0,morning,sunday,25.5,21.1,0.677,1053.0,970.0,930.0,991.0,0.9285,1.0115
